name,cpf
Colby Kuhn,909.655.600-46
Robbie Schmitt DDS,458.266.439-97
Alayna Oberbrunner,331.854.430-57
Mrs. Minna Sauer,198.397.597-85
Rosalba Wyman,661.138.208-19
Ms. Joseph Hessel,447.586.299-47
Shelli Jones DDS,336.320.242-30
Miss Chauncey McClure,950.613.933-31
Melissia Ratke,462.191.951-25
Jonah Nitzsche,941.581.514-94
Man Mraz,336.357.438-49
Serena Stroman MD,224.612.927-64
Jim Schulist,163.357.228-20
Lise Upton,833.287.638-27
Abdul Kilback,945.158.973-47
Amb. Deetta Macejkovic,303.392.368-93
Eldon Gutkowski,294.105.992-16
Nelson Fadel,435.302.543-65
Pasquale Collier,926.631.124-20
Mitchel Zieme DDS,903.422.310-71
Fr. Estella Weber,212.604.326-20
Toi Hane VM,193.109.786-27
Jade McGlynn,544.577.847-31
Luigi Kemmer DVM,150.464.639-73
Marta Lindgren,958.643.641-37
Myrtle Adams,518.636.347-26
Tameika Schamberger,354.322.683-62
Fr. Guadalupe Konopelski,916.223.673-68
Buford Bechtelar DVM,115.918.794-68
Tyson Shanahan,517.167.592-69
Avery Green,837.764.643-42
Danny Lebsack,616.177.261-57
Tashia Schulist,724.928.245-45
Clare Tromp,839.154.268-40
Jeanett Huels III,357.444.694-37
Clemencia Will,308.178.125-52
Marquis Jast,451.534.180-60
Addie Dach,622.202.395-55
Kelvin Powlowski,262.618.826-29
Ammie Cummings,496.126.703-91
Charis Baumbach,680.249.999-97
Suk Ratke,264.357.537-21
Jackie Cole,380.232.917-92
Lorraine Hessel,333.837.495-93
Shayla Zemlak,897.916.541-31
Zachary O'Kon,316.334.490-19
Karma Erdman,253.529.565-60
Johnny Larkin,289.505.171-15
Josie Kohler,418.319.405-66
Kyle Mante VM,542.934.300-89
Sanford Paucek MD,734.461.473-84
Ben Swaniawski,846.434.871-56
Deon Marks,680.986.441-66
Brinda Kozey,257.557.540-89
Dorsey Swift,369.874.781-51
Jewell Pfannerstill Sr.,866.316.772-78
Amb. Odis O'Keefe,921.904.424-92
Nguyet Parisian,910.279.438-71
Jacinto Rippin MD,169.145.349-55
Elizabeth Padberg,437.758.723-34
Sharleen Breitenberg,141.460.156-32
Aleshia Koepp,945.271.899-64
Myung Romaguera,932.527.318-73
Jarvis Ullrich,265.407.906-35
Houston Carroll,834.995.755-58
Zack Jast,485.545.252-85
Annabel Crist,297.595.781-13
Jeanett Schaden Ret.,303.816.131-90
Pres. Sherryl Lesch,741.575.308-30
Dusti Anderson,403.320.516-75
Adolph Abbott,423.883.499-30
Loriann Daniel,515.475.349-39
Leigh Bogan,477.362.198-95
Clint Simonis LLD,268.785.114-32
Ria O'Kon MD,664.793.491-67
Dr. Donn Bruen,166.960.126-57
Jenine Marvin VM,507.664.759-31
Berniece Simonis,942.865.311-84
Percy Wyman CPA,728.774.547-55
Sharmaine Wunsch,280.536.857-84
Daryl Kilback,402.638.687-93
Elliot Larkin,599.595.355-46
Roosevelt Cartwright,250.773.998-73
Cheri Moore,317.757.327-60
Carmine Leannon,163.736.571-32
Fr. Carey Gorczany,741.665.498-63
The Hon. Alexander Schinner,669.233.140-37
Desire Streich,937.674.168-21
Sachiko Sauer,397.585.765-50
Odis Mosciski,268.269.818-68
Lane Pollich,315.974.483-42
Lory Medhurst,254.754.382-96
Armando Larson,205.494.580-28
Birgit Grant,756.864.819-37
The Hon. Gale Marks,633.481.753-68
Odell Turcotte,674.628.608-30
Lavon Marks,947.935.604-91
Shannan Padberg,991.540.191-92
Jude Jerde,355.747.522-55
Federico Padberg DDS,780.445.522-19
Ms. Joe Lowe,820.406.309-14
Louanne Reichert,212.943.859-16
Tanner Torphy DC,159.151.788-44
Lurlene Mills,413.290.212-65
Jesica Witting,752.329.918-10
Taylor Dietrich,982.761.883-86
Giuseppe Jacobs Sr.,393.551.937-84
Suzann Gerhold,954.236.190-62
Lenny Weissnat,812.253.665-70
Genoveva Howell,235.917.667-75
Quincy Cremin,239.637.451-95
Angelena Stiedemann,960.737.383-75
Jake Murray,718.282.323-86
Reiko Aufderhar,612.158.306-34
Laraine Hahn,974.494.350-95
Nicolas Larson,204.477.980-55
Troy Schmeler CPA,304.168.324-59
Rep. Diedra Hintz,674.312.270-51
Cristal Medhurst,137.591.686-42
Taylor Davis,637.958.854-52
Buster Kemmer,330.576.383-11
Abram Gerhold Jr.,529.634.243-10
Benedict Lang,586.255.861-87
Trevor Auer DDS,243.460.462-80
Dollie Graham,125.206.885-33
Maxwell Wisoky DO,265.702.805-36
Dr. Maritza Boyle,633.208.599-62
Tamra Hayes,484.115.104-44
Milford Kovacek,196.729.119-82
Petra Goodwin,246.973.635-83
Cameron Moen DVM,425.282.756-10
Nicholle Walker,220.943.988-41
Richie Klocko,733.276.567-90
Lizzie Nolan,201.624.502-65
Laureen Bruen V,988.620.626-50
Miquel Goyette,605.767.757-14
Latisha Feil,594.150.413-21
Chuck Lind,522.891.706-59
Berenice Wuckert,635.865.533-65
Mrs. Barabara Stehr,935.458.295-95
Janetta Hudson,107.334.269-62
Mrs. Cordia Christiansen,770.101.482-47
Sylvia Ratke DO,698.405.865-58
Long Haley,242.253.496-97
Robin Reichel,698.728.785-37
Odette Rempel,649.616.228-93
Velda Leffler,357.103.603-21
Stacie Schowalter,579.214.523-17
Steve Lakin Jr.,739.133.406-14
Msgr. Latonia Lockman,172.376.418-16
Astrid Farrell,539.786.703-70
Matt Franecki,743.749.450-17
Suzanna Welch,793.397.592-10
Margareta Walter,247.243.800-28
Libby Conn,979.258.152-75
Fr. Irwin Kessler,691.136.834-97
Shonda Schneider,427.910.915-61
Portia Sipes,933.429.766-29
Magaly Ratke Jr.,117.537.270-84
Theo Hoeger,899.746.805-12
Evie Abshire,470.233.360-79
Hai Bosco,576.347.517-68
Prof. Claris Jones,456.726.641-31
Dave Hansen,918.955.777-25
Miss Antonia Quitzon,939.252.698-38
Kris VonRueden,608.884.813-25
Lilliana Kunde,963.714.990-58
Shellie Harber,706.113.657-88
Junior Baumbach DDS,777.786.617-23
Earnest Oberbrunner V,126.319.217-58
Von Howe,775.701.661-48
Blair Greenholt,414.580.429-86
Amb. Keshia Kertzmann,508.677.662-62
Prof. Anita Haag,506.287.629-80
Bo Tromp,285.102.382-57
Tanner Wilderman,630.924.309-12
Fr. Johanne Wolf,785.806.553-74
Jess Hamill DO,939.890.999-89
Rocco Gutkowski Jr.,156.726.453-18
Tangela Will IV,621.531.369-75
Amparo Cormier LLD,676.814.756-92
Nga Koepp II,154.633.454-40
Lawerence Bins,156.237.628-38
Msgr. Wynell Fisher,617.546.536-51
Chance Dickinson,102.975.103-69
Tracee Considine,343.936.642-45
Teodoro Reichel II,720.848.375-30
Warner Lowe,273.399.810-92
Gino Jacobs,224.431.756-82
Fr. Rosenda Kris,345.941.272-60
Nicky Watsica,124.450.793-73
Carmelia Bauch,148.177.603-91
Amb. Farah Kohler,626.330.259-35
Terrance Abshire,627.300.255-86
Royce Baumbach,389.986.627-79
Gregory Strosin,956.469.824-91
Rita Conroy,445.702.406-18
Sid Hilpert,116.904.459-13
Brett Dibbert,677.934.538-89
Sena Feil,924.621.793-37
Isidra Hodkiewicz,782.492.136-32
Jayson Carroll,628.282.315-99
Gov. Ninfa McKenzie,752.686.224-84
Elva Ledner VM,910.756.478-71
Jeffery Kling DC,171.326.417-46
Noble Mann III,108.753.771-42
Yelena Considine,974.957.576-43
Mr. Hue Kovacek,148.262.206-42
Valery Barton,100.366.295-23
Thersa Huels,376.240.669-33
Quinton Barrows,866.403.197-72
Miss Ollie Champlin,921.361.895-72
Dorris Bogisich,805.344.449-25
Melanie Donnelly Jr.,523.733.726-97
Noma Jones,484.185.684-80
My Bins Esq.,927.837.520-39
Erline Mayer,280.460.279-55
Andre Schamberger,763.274.247-56
Richie Hyatt,918.608.983-87
Anibal Heidenreich,513.318.107-29
Kareen Murphy,396.421.253-68
Nada Kreiger,111.929.467-52
Keith Goodwin Esq.,330.698.437-70
Azzie Pacocha MD,779.687.290-64
Mei Kirlin DDS,657.800.492-98
Christian Emard,952.762.173-59
Janel Turcotte,527.234.613-47
Van Kassulke,997.570.766-16
Toney Smitham DC,733.370.249-31
Jack Hilll,783.789.602-74
Leon Morissette,292.354.568-61
Delorse Durgan CPA,527.254.397-25
Robin Tremblay,450.720.403-90
Danilo Upton,279.384.103-57
Sebrina Kuphal DVM,507.238.394-94
Johnny Harris,457.831.330-91
Annie Lang,266.241.400-96
Junita Kling,200.768.103-89
Emerita Paucek CPA,680.604.723-59
Amb. Ollie Larson,997.270.813-36
Roland Koss,424.225.753-10
Neida Corwin,507.110.368-36
Alfonso Pollich,696.837.136-18
Elliot Botsford Jr.,516.408.557-14
Stacy Stamm,529.322.180-64
Terrance Zulauf Ret.,780.406.523-79
Kasey Turner,748.178.488-86
Andreas Paucek,317.629.423-61
Ramonita Schimmel,646.972.243-17
Gov. Santana Botsford,377.415.273-76
Merna Kuvalis,263.680.558-75
Kelly Fahey,154.542.762-54
Ms. Alyce Collier,500.889.248-30
Ronny Dicki,213.217.750-28
Neomi Hane Sr.,387.298.287-97
Ellsworth Luettgen CPA,272.184.914-54
Rep. Elli Kutch,825.209.924-53
Jeanelle Lueilwitz,173.290.300-99
Rolf Cole,239.880.672-33
Leland Douglas,611.539.479-33
Anderson Murazik,528.122.872-39
Glynda Lowe,307.982.903-81
Georgie Krajcik,427.772.274-58
Derek Weissnat,841.249.899-78
Grace Cole,767.173.642-39
Christiane Corwin,277.759.950-42
Hans Kub I,772.132.570-11
Msgr. Ethel Gottlieb,983.121.527-12
Paola Trantow,954.526.624-46
Tiesha Schroeder,957.782.982-66
Miss Moises Powlowski,935.535.618-67
Roy Kozey,778.367.961-68
Ronnie Stroman,763.147.470-38
Jung Klocko,596.564.828-77
Gwenda Grady,810.672.667-44
Msgr. Everett Hegmann,347.593.175-66
Msgr. Steve Predovic,238.453.803-16
Shantae Mueller,972.936.141-10
Kena Maggio,686.118.669-45
Sandy Muller,109.649.675-65
Martin Kassulke Jr.,207.762.916-44
Efren Mertz I,757.749.542-92
Eulah Muller,140.865.163-58
Sandy Wuckert,349.372.879-20
Tyler Walsh,725.289.336-70
Raleigh Reynolds,950.150.907-56
Valene Wolf,708.171.841-42
Lawrence Larson,609.897.821-50
Elijah Langworth VM,769.481.508-42
Hiram Blanda,196.265.106-92
Leda Jacobs,851.499.611-59
Tressie Ledner,591.815.873-16
Dwain Kulas Sr.,458.630.251-30
Dion Willms Jr.,539.624.842-94
Dannie Mayer,444.725.483-10
Vita Cummerata,653.609.139-73
Loura King,527.501.834-97
Gordon Leuschke,960.872.482-89
Rhonda Krajcik,908.646.141-49
Dorian Hoeger,110.431.349-74
Scotty Becker,784.707.205-83
Synthia Oberbrunner,452.816.800-42
Rocco Cole DVM,595.275.384-71
Ms. Jenell Toy,933.866.310-29
Nicolette Corkery,163.587.750-44
Rick Hintz DO,836.852.277-97
Wilford Purdy,345.948.437-92
Shelley Braun,361.620.858-81
Bunny Bernier,373.142.997-50
Benito Wehner,317.835.987-34
Maranda Bayer,382.901.136-74
Chasity Tromp Esq.,905.837.285-31
Dewayne Cremin,699.651.951-40
Sherwood Deckow,362.432.333-66
Herschel Hayes,409.413.365-71
Emerson Reynolds V,248.595.725-93
Tamra Littel,752.828.654-69
France Wintheiser,183.463.785-42
Blake Schumm,836.979.112-48
Sterling Nader,771.426.498-48
Harlan Simonis,842.708.165-30
Michel Wiza,995.534.759-24
Jonathon Monahan DVM,535.234.479-51
Lou Kilback,550.792.212-39
Virgil Swift,538.968.482-30
Armand Witting,992.960.279-27
Esta Kautzer,680.833.380-13
Ena Champlin CPA,796.865.101-15
Earline Schimmel,876.459.377-50
Bethann Hintz IV,382.575.776-49
Mrs. Jeanene Walter,454.667.111-37
Prof. Derrick Labadie,584.601.239-64
Franklin Nader,712.865.447-76
Lizzette Kris,181.622.510-27
Pres. Freeman Will,523.545.186-25
The Hon. Misty Windler,954.296.760-19
Gabriel Rowe,861.890.782-68
Song Brekke,675.672.452-83
Latrina O'Conner,544.938.540-63
Msgr. Kristal Pacocha,410.698.893-84
Rebbecca Gottlieb,736.556.584-39
Larraine Bayer MD,894.973.152-23
Jesus Schroeder,474.148.897-61
Silas Gusikowski,122.107.816-80
Dr. Niki Hackett,892.475.717-11
Parthenia Deckow,536.939.208-48
Ashly Corwin,852.238.529-54
Jamal Considine Esq.,620.189.542-44
Agueda Beier LLD,738.282.266-77
Hayley Keeling,717.354.982-19
Jame Jones DC,567.539.863-87
Emery Stroman,983.208.993-91
The Hon. Brian Cole,292.983.869-63
Sana Schoen,126.129.873-88
Irvin Little,825.508.805-50
Clifford Fay DVM,507.208.432-90
Ema Greenfelder III,761.680.739-81
Rep. Odis Shields,159.356.280-39
Cleo VonRueden,158.513.967-34
Terrilyn Greenholt II,900.556.595-29
Jamika Swift DO,522.319.504-83
Cristopher Feil,252.905.259-23
Anibal Luettgen,478.520.885-62
Prof. Booker Smitham,770.306.374-52
Sen. Delpha Mann,435.328.794-94
The Hon. Erlinda Konopelski,248.626.405-80
Emanuel Robel,266.708.952-18
Laquanda McLaughlin Jr.,433.756.995-33
Phoebe Jacobson,597.336.425-14
Fr. Nikia Walker,446.716.230-61
Annelle Ullrich MD,692.250.279-34
Fr. Ferdinand Macejkovic,762.410.836-82
Aubrey Marquardt,983.675.532-84
Rev. Tory Leffler,615.137.562-41
Miss Vernice Cummings,138.236.662-21
Cyril Reichert,122.809.952-30
Emery Cremin I,652.689.632-40
Chance O'Reilly,816.884.541-71
Chad Schuppe,873.585.986-65
Temple Hessel MD,139.965.998-79
Guadalupe McCullough,439.194.535-62
Rossie Gusikowski,843.229.898-86
Mitchell Koepp Ret.,233.339.674-63
Vito Flatley,899.811.762-75
Leopoldo McKenzie,852.751.960-30
Madaline Kuhic,111.804.614-24
Athena Fahey,590.363.950-94
Sen. Magda Rice,176.305.992-98
Evette Will,505.909.821-37
Brendon Pacocha,233.580.512-90
Luther Ernser,827.973.736-62
Seth Schowalter,223.476.551-82
Ty Treutel,768.643.329-88
Donte Fay,998.195.507-55
Sen. Mitchell Treutel,260.145.136-97
Dr. Sammie Champlin,896.601.195-73
Tod Lemke,407.292.141-93
Pres. Millicent Walsh,884.934.956-47
Sal Gusikowski,281.323.386-77
Esteban Pfannerstill,239.856.236-30
Susan Steuber,444.319.595-30
Dotty Considine,830.882.779-62
The Hon. Angelo Romaguera,750.173.773-74
Buddy Krajcik,919.119.756-98
Tomika Pagac,692.288.208-81
Mathew Kirlin Ret.,446.474.524-39
Msgr. Holley Conroy,325.579.730-74
Jerrell Wisoky,229.209.429-96
Gerry Walter CPA,694.375.848-58
Miss Lester Heaney,817.750.950-74
Kanesha Watsica JD,660.269.399-51
Abdul Parisian,825.238.586-47
Michel Metz,297.860.164-60
Joel Moore,275.627.104-75
Prof. Julio Wisoky,557.587.252-91
Shannon Jacobi,551.810.138-79
Lemuel Krajcik,316.954.718-15
Troy Bruen,764.602.296-65
Ismael Trantow DDS,815.171.864-96
Evan Klocko,743.712.227-89
Billi Lehner VM,318.506.588-93
Alexander Nolan,107.292.272-76
Johnny Rutherford,962.581.401-65
Stephen Cartwright I,438.512.198-48
Randy Farrell,846.900.612-58
Dr. Numbers Wisozk,141.366.743-97
Dona Schmidt IV,347.711.215-23
Sonja Schuster I,573.389.991-54
Elin Cormier,488.740.506-19
Asa Franecki,750.257.524-14
Camila O'Connell,989.285.408-87
Elvera Koch,339.629.844-29
Kati Jacobs,191.959.790-16
Mr. Lon Howell,583.171.252-92
Reita Feeney,863.607.385-44
Waldo Boyer Sr.,787.144.841-42
Rupert Schiller,486.684.211-19
Kara Luettgen,479.440.817-28
Kelley Stehr Ret.,921.152.942-20
Tim Hammes,199.503.927-59
Pres. Monty Jast,584.567.151-96
Waldo Gerhold,121.284.710-80
Maragret Bahringer,211.685.588-97
Alice Terry,792.755.244-26
Mrs. Dominick Murazik,796.816.821-67
Ashley Nolan DO,749.593.462-40
Damion Greenfelder,160.397.508-86
Latricia Collins,975.505.443-88
Edwin Grant,973.715.867-47
Celestine Reynolds PhD,655.197.989-38
Dr. Nanci Lindgren,305.818.382-16
Sandy MacGyver,203.578.277-16
Donn Corkery,643.863.860-96
Msgr. Waylon Harris,598.218.194-48
Latoya Grady,676.151.367-85
Giovanni Schultz,316.791.695-50
Beau Carter,971.567.526-95
Svetlana Crist,390.199.262-79
Tory Hammes,313.183.948-52
Mahalia Hilll,197.743.255-92
Giovanni Nikolaus DVM,675.601.378-78
Darren Hand,151.971.691-62
Rev. Amada Funk,415.924.356-32
Vicenta Braun,412.995.893-64
Craig Gottlieb,498.155.862-12
Reatha Langworth JD,508.353.681-27
Ozzie Strosin,781.775.908-39
Johnetta Dach LLD,620.771.297-32
Cheree Spinka DC,927.214.943-32
Hui Bradtke,953.360.970-10
Takako Klein,545.407.849-98
Leonila Brekke,596.103.479-85
Ute Beatty,218.454.624-69
Scottie Kutch,959.392.471-28
Argelia Harris,786.219.279-52
Monte Parker,780.467.275-95
Janel Larkin DC,301.503.699-93
Eufemia Homenick,210.664.337-48
Daron Crooks,116.567.360-86
Pres. Tawna Hermann,102.485.481-10
Msgr. Dwain Leannon,782.316.836-43
Julee Ryan Sr.,324.855.973-92
Chassidy Towne,298.944.221-24
Quentin Lowe I,781.543.362-88
Antione Gleichner DC,391.944.152-68
Bud Swift,598.977.469-20
Amb. Klara Fisher,361.457.838-40
Steve Stracke,945.301.945-86
Corina Zemlak,575.905.617-94
Ettie Berge,525.791.210-66
Abraham Ondricka,509.485.234-31
Jeffrey Bechtelar Jr.,364.624.951-98
Rep. Jeffry Lueilwitz,725.878.524-93
Edwin Orn,739.248.115-95
Pres. Barton Boyle,995.662.920-18
Marianela Connelly MD,445.575.410-66
Ross Kshlerin,921.895.503-13
Kyong Zboncak,600.547.361-84
Cole Emard,348.714.284-25
Dusti Kirlin,851.718.799-50
Samara Vandervort,358.413.883-94
Enoch Huels,106.521.539-68
Cornelius Larson,788.936.271-73
Le Stark,120.565.193-69
Winston Keebler,561.133.797-99
Janay Hoeger,108.580.823-48
Jonathon Cremin,296.512.340-87
Humberto Kilback,109.239.216-46
Abdul Nolan II,451.435.837-12
Shirely Nienow,158.635.503-64
Avery Gottlieb III,491.951.274-21
Lucinda Kovacek,344.165.285-31
Mrs. Shizuko Frami,144.437.566-45
Oretha Ankunding,619.327.305-95
Carmon McClure MD,117.398.759-21
Eddie Price CPA,677.860.966-18
Renato Pfeffer,378.788.359-98
Raguel O'Reilly,233.294.637-26
Wilma Kassulke Jr.,350.403.239-60
Maranda Rath,211.923.173-45
Zena Lynch,596.431.384-14
Maynard Grant PhD,597.883.191-18
Merle McLaughlin,512.888.885-65
Larae Wuckert Jr.,127.639.770-35
Lance Osinski,949.695.918-13
Mirian Funk,181.989.179-31
Evelyn Adams,968.818.716-94
Shalanda Parker,824.528.334-96
Marcelino Halvorson,476.244.651-80
Sophia MacGyver,898.789.739-14
Stefania Gleichner,203.131.564-20
Ashley Davis I,345.886.335-54
Linsey Boehm,196.600.369-40
Msgr. Corey Ritchie,674.692.372-30
Benedict Mraz,659.539.370-53
Hunter Grant,834.973.906-88
David Cole,279.425.299-69
Mr. Wendell Koepp,109.935.928-19
Lorraine Daugherty,184.134.899-52
Cortez Greenfelder,962.613.852-49
Horace Kuvalis,601.287.491-97
Iesha O'Kon,250.274.123-30
Jared Marks,693.590.381-75
Msgr. Cecil Watsica,721.998.345-21
Priscilla Wilkinson Esq.,737.901.590-70
Donnie Morar,849.715.287-71
Shemika Pagac DDS,494.333.726-30
Nicolas Hackett,346.586.978-29
Karlyn Hackett,326.606.867-87
Sen. Clementina Stamm,457.416.802-29
Troy Koelpin,593.733.685-12
Rev. Felipe Spinka,638.834.924-36
Cleta Buckridge,839.214.365-28
Gilda Corwin CPA,566.340.295-67
Vannessa Graham Jr.,549.984.396-69
Josephina Pagac LLD,696.927.555-41
Chung Quigley,483.700.355-21
Talitha Kutch IV,943.976.494-42
Talitha Hills,490.566.471-95
Hollis Mills I,567.374.283-42
Mr. Floy Zieme,437.454.290-67
Emile Romaguera,130.719.800-95
Guy Reichel,943.875.350-36
Hollis Littel DO,891.951.489-56
Bryce Marvin Ret.,750.829.970-78
Floy Veum II,187.180.643-22
Prof. Lise O'Kon,504.540.349-86
Elana Dickens,205.213.410-86
Perla Marquardt,956.208.872-45
Royal Wehner,766.966.557-71
Cecil Ernser,941.946.180-20
Kraig Macejkovic,144.443.930-88
Cole Flatley,715.495.665-31
Marhta Bartell,394.123.748-76
The Hon. Patricia Senger,299.188.245-25
Monty Wintheiser,459.135.298-85
Santo O'Connell,908.355.695-43
Abraham Jacobs,729.752.121-22
Scotty Kerluke,280.961.653-90
Melvin Will PhD,988.494.849-92
Miss Marilee Boyle,221.825.185-20
Nicolasa Dare,588.782.929-22
Kyle Langosh,766.260.528-84
Mr. Josh Windler,935.533.307-77
Marita Conn,801.129.813-13
Pres. Fabian McCullough,519.985.247-26
Prof. Drew Barrows,553.955.797-71
Hermila Feil,160.507.865-79
Philomena DuBuque,975.216.473-98
Cary Swaniawski,136.203.270-20
Ellis Bosco,294.695.745-51
Shelby Corkery,926.985.508-34
Marquita Turner DO,749.403.860-50
Harris O'Conner,290.190.984-13
Glennis Satterfield,801.656.491-40
Fred Hermann,424.905.705-53
Loree Kutch,590.954.414-29
Chang Wyman,938.744.554-81
Kimberly Green MD,625.493.260-88
Clementine Feeney,850.640.199-63
Jerald Feil,759.500.534-63
Long Bogan,957.458.511-70
Donnette Dickens,987.158.823-47
Ethel Spinka,867.886.913-41
Alden Lemke,103.211.857-79
Genaro Rath,519.344.637-66
Rep. Deetta Fahey,840.142.150-84
Margret Fahey,802.710.863-79
Berta Rolfson,522.113.538-70
Lino Fadel,750.763.189-60
Terese Cassin III,843.172.881-29
Chance Becker,294.991.825-33
Sen. Jamar Fisher,620.685.149-64
Jame Wolff,209.807.815-62
Fr. Willia Padberg,632.117.889-92
Prof. Trenton Breitenberg,427.575.311-46
Nathanial Corkery,359.164.817-95
Grover Anderson,114.493.340-74
Clemente Upton,877.279.534-83
Ling Baumbach,163.540.178-82
Mr. Marlo O'Connell,890.294.900-61
Levi Armstrong,451.257.904-45
Nelida Rutherford DDS,550.695.429-79
Gerardo Wolff,588.869.546-95
Rita Maggio,293.570.163-36
Merle Hoppe,526.594.379-22
Ms. Marshall Ankunding,144.342.945-41
Orlando Mante,822.280.671-64
Msgr. Cathleen Volkman,627.148.809-48
Pres. Franklyn Hartmann,767.833.508-56
Roseline Koss,884.970.516-87
Mrs. Allyson Reichel,775.155.499-54
Jona Runolfsson,338.456.702-52
Vernon Schoen,839.483.152-73
Alejandro Herzog,802.409.827-62
Drusilla Bosco,746.713.186-35
Dave Romaguera,189.539.891-84
Msgr. Zack Crist,234.588.904-21
Shavonne Crist,665.133.264-94
Shelby Reichert,348.441.713-22
The Hon. Karleen Nicolas,252.994.222-37
Helen Hermann,633.507.897-13
Jamar Zulauf,873.812.278-55
Basil Bradtke,944.723.533-53
Qiana Schultz,697.667.390-87
Daphine Barrows,554.646.908-32
Ernestine Swaniawski,123.399.568-20
Shakita O'Reilly Ret.,620.273.131-43
Lexie Ziemann,352.936.636-85
Mei Hermann,505.190.789-32
Luciana Boyle,362.404.420-13
Logan Jerde,637.844.229-93
Felicitas Kshlerin,419.146.934-83
Gov. Mohammad Boyle,665.184.878-89
Mozella Batz,241.845.894-51
Amb. Cathy D'Amore,466.896.516-95
Ada Cartwright,151.105.953-91
Lowell Terry,385.209.239-27
Dwain Mante,186.693.707-19
Adelaide Rolfson IV,889.403.555-54
Catherine Witting III,622.620.881-53
Yuk Larkin,208.612.310-41
Paulita Dare,229.191.886-90
Frederick Hane,256.649.189-56
Hank Stamm,235.661.114-82
Devin Boyer,971.578.503-63
Adolph Effertz,773.995.619-91
Pres. Jesse Reichert,398.485.959-29
Robert Homenick,425.467.327-24
Eusebio Ferry,878.102.197-59
Un Schowalter,213.878.748-89
Dr. Seth Brakus,965.518.198-96
Alfredo Jacobi,212.488.220-28
Pres. Mary Littel,322.163.628-83
Ada Gutkowski Ret.,497.394.951-78
Marci Sporer,138.248.522-47
Warren Streich,205.734.853-69
Barton Skiles,210.394.357-57
Angla West,692.667.160-85
Lou Glover,584.662.257-49
Rudolf Anderson,924.497.966-47
Oren Barrows,199.952.801-57
Reed Grady I,109.436.106-41
Jamal McDermott,796.101.441-32
